player_id,current_team,first_name,last_name,draft_year,draft_team,draft_round,pick_in_round,pick_overall
8474151,TBL,Ryan,McDonagh,2007,MTL,1,12,12
8480246,TBL,Nick,Perbix,2017,TBL,6,14,169
8478178,TBL,Darren,Raddysh,NaN,NaN,NaN,NaN,NaN
8479410,TBL,Mikhail,Sergachev,2016,MTL,1,9,9
8481122,TOR,Simon,Benoit,NaN,NaN,NaN,NaN,NaN
8474673,TOR,TJ,Brodie,2008,CGY,4,23,114
8476441,TOR,Joel,Edmundson,2011,STL,2,16,46
8470966,TOR,Mark,Giordano,NaN,NaN,NaN,NaN,NaN
8475906,TOR,John,Klingberg,2010,DAL,5,11,131
8481614,TOR,Mikko,Kokkonen,2019,TOR,3,22,84
8479320,TOR,Max,Lajoie,2016,OTT,5,12,133
8480043,TOR,Timothy,Liljegren,2017,TOR,1,17,17
8480950,TOR,Ilya,Lyubushkin,NaN,NaN,NaN,NaN,NaN
8476931,TOR,Jake,McCabe,2012,BUF,2,14,44
8474162,TOR,Jake,Muzzin,2007,PIT,5,20,141
8482158,TOR,Topi,Niemela,2020,TOR,3,2,64
8476853,TOR,Morgan,Rielly,2012,TOR,1,5,5
8483546,TOR,Marshall,Rifai,NaN,NaN,NaN,NaN,NaN
8479982,TOR,Conor,Timmins,2017,COL,2,1,32
8481570,TOR,Cade,Webber,2019,CAR,4,6,99
8482824,VAN,Nick,Cicek,NaN,NaN,NaN,NaN,NaN
8474013,VAN,Ian,Cole,2007,STL,1,18,18
8478017,VAN,Mark,Friedman,2014,PHI,3,26,86
8479425,VAN,Filip,Hronek,2016,DET,2,23,53
8480800,VAN,Quinn,Hughes,2018,VAN,1,7,7
8475625,VAN,Matt,Irwin,NaN,NaN,NaN,NaN,NaN
8478454,VAN,Noah,Juulsen,2015,MTL,1,26,26
8484287,VAN,Cole,McWard,NaN,NaN,NaN,NaN,NaN
8474574,VAN,Tyler,Myers,2008,BUF,1,12,12
8483678,VAN,Elias,Pettersson,2022,VAN,3,15,80
8477359,VAN,Tucker,Poolman,2013,WPG,5,6,127
