player_id,first_name,last_name,birth_date,is_active,current_team_id,position,shoots_catches,height_inches,height_cm,weight_lbs,weight_kg,birth_city,birth_state_prov,birth_country,draft_year,draft_team,draft_round,draft_pick_in_round,draft_overall_pick,head_shot,hero_image
8479992,Michael,Rasmussen,1999-04-17,TRUE,17,C,L,78,198,222,101,Surrey,British Columbia,CAN,2017,DET,1,9,9,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479992.jpg
8481542,Moritz,Seider,2001-04-06,TRUE,17,D,R,74,188,210,95,Zell,NaN,DEU,2019,DET,1,6,6,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481542.jpg
8481607,Albert,Johansson,2001-01-04,TRUE,17,D,L,72,183,195,88,Karlstad,NaN,SWE,2019,DET,2,29,60,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481607.jpg
8481725,Elmer,Soderblom,2001-07-05,TRUE,5,L,L,80,203,252,114,Gothenburg,NaN,SWE,2019,DET,6,4,159,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481725.jpg
8482078,Lucas,Raymond,2002-03-28,TRUE,17,L,R,71,180,186,84,Gothenburg,NaN,SWE,2020,DET,1,4,4,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482078.jpg
8482762,Simon,Edvinsson,2003-02-05,TRUE,17,D,L,78,198,222,101,Kungsbacka,NaN,SWE,2021,DET,1,6,6,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482762.jpg
8483464,Marco,Kasper,2004-04-08,TRUE,17,C,L,73,185,202,92,Innsbruck,NaN,AUT,2022,DET,1,8,8,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483464.jpg
8484223,Axel,Sandin-Pellikka,2005-03-11,TRUE,17,D,R,72,183,186,84,Gallivare,NaN,SWE,2023,DET,1,17,17,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484223.jpg
8484471,Emmitt,Finnie,2005-06-27,TRUE,17,C,L,73,185,195,88,Lethbridge,Alberta,CAN,2023,DET,7,9,201,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484471.jpg
8484794,Michael,Brandsegg-Nygard,2005-10-05,TRUE,17,R,R,73,185,204,93,Oslo,NaN,NOR,2024,DET,1,15,15,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484794.jpg
8473512,Claude,Giroux,1988-01-12,TRUE,9,R,R,71,180,186,84,Hearst,Ontario,CAN,2006,PHI,1,22,22,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8473512.jpg
8474102,David,Perron,1988-05-28,TRUE,17,L,R,72,183,202,92,Sherbrooke,Quebec,CAN,2007,STL,1,26,26,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474102.jpg
8474151,Ryan,McDonagh,1989-06-13,TRUE,14,D,L,73,185,216,98,St. Paul,Minnesota,USA,2007,MTL,1,12,12,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474151.jpg
8474189,Lars,Eller,1989-05-08,TRUE,9,C,L,74,188,207,94,Rodovre,NaN,DNK,2007,STL,1,13,13,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474189.jpg
8475167,Victor,Hedman,1990-12-18,TRUE,14,D,L,79,201,244,111,Ornskoldsvik,NaN,SWE,2009,TBL,1,2,2,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475167.jpg
8475324,Nick,Jensen,1990-09-21,TRUE,9,D,R,72,183,202,92,Rogers,Minnesota,USA,2009,DET,5,30,150,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475324.jpg
8476393,Nick,Cousins,1993-07-20,TRUE,9,C,L,71,180,191,87,Belleville,Ontario,CAN,2011,PHI,3,7,68,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476393.jpg
8476453,Nikita,Kucherov,1993-06-17,TRUE,14,R,L,72,183,173,78,Maykop,NaN,RUS,2011,TBL,2,28,58,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476453.jpg
8476826,Yanni,Gourde,1991-12-15,TRUE,14,C,L,69,175,173,78,Saint-Narcisse,Quebec,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476826.jpg
8477073,Kurtis,MacDermid,1994-03-25,TRUE,9,L,L,77,196,233,106,Quebec City,Quebec,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477073.jpg
8477404,Jake,Guentzel,1994-10-06,TRUE,14,C,L,71,180,176,80,Omaha,Nebraska,USA,2013,PIT,3,16,77,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477404.jpg
8477416,Oliver,Bjorkstrand,1995-04-10,TRUE,14,R,R,72,183,175,79,Herning,NaN,DNK,2013,CBJ,3,28,89,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477416.jpg
8478010,Brayden,Point,1996-03-13,TRUE,14,C,R,71,180,177,80,Calgary,Alberta,CAN,2014,TBL,3,19,79,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478010.jpg
8478020,Michael,Amadio,1996-05-13,TRUE,9,R,R,73,185,206,93,Sault Ste. Marie,Ontario,CAN,2014,LAK,3,30,90,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478020.jpg
8478178,Darren,Raddysh,1996-02-28,TRUE,14,D,R,73,185,202,92,Toronto,Ontario,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478178.jpg
8478416,Erik,Cernak,1997-05-28,TRUE,14,D,R,76,193,230,104,Kosice,NaN,SVK,2015,LAK,2,13,43,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478416.jpg
8478469,Thomas,Chabot,1997-01-30,TRUE,9,D,L,73,185,200,91,Sainte-Marie,Quebec,CAN,2015,OTT,1,18,18,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478469.jpg
8478519,Anthony,Cirelli,1997-07-15,TRUE,14,C,L,73,185,193,88,Etobicoke,Ontario,CAN,2015,TBL,3,11,72,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478519.jpg
8479542,Brandon,Hagel,1998-08-27,TRUE,14,L,L,74,188,186,84,Saskatoon,Saskatchewan,CAN,2016,BUF,6,8,159,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479542.jpg
8480188,Fabian,Zetterlund,1999-08-25,TRUE,9,L,R,71,180,208,94,Karlstad,NaN,SWE,2017,NJD,3,1,63,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480188.jpg
8480801,Brady,Tkachuk,1999-09-16,TRUE,9,L,L,76,193,226,103,Scottsdale,Arizona,USA,2018,OTT,1,4,4,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480801.jpg
8480876,Curtis,Douglas,2000-03-06,TRUE,23,C,L,81,206,242,110,Oakville,Ontario,CAN,2018,DAL,4,13,106,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480876.jpg
8480995,Pontus,Holmberg,1999-03-09,TRUE,14,R,L,72,183,201,91,Vasteras,NaN,SWE,2018,TOR,6,1,156,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480995.jpg
8481528,Dylan,Cozens,2001-02-09,TRUE,9,C,R,75,191,205,93,Whitehorse,Yukon Territory,CAN,2019,BUF,1,7,7,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481528.jpg
8481596,Shane,Pinto,2000-11-12,TRUE,9,C,R,75,191,206,93,Franklin Square,New York,USA,2019,OTT,2,1,32,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481596.jpg
8481719,Max,Crozier,2000-04-19,TRUE,14,D,R,75,191,204,93,Calgary,Alberta,CAN,2019,TBL,4,27,120,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481719.jpg
8482070,Mitchell,Chaffee,1998-01-26,TRUE,14,R,R,73,185,197,89,Grand Rapids,Michigan,USA,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482070.jpg
8482092,Ridly,Greig,2002-08-08,TRUE,9,C,L,72,183,184,83,Lethbridge,Alberta,CAN,2020,OTT,1,28,28,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482092.jpg
8482105,Jake,Sanderson,2002-07-08,TRUE,9,D,L,74,188,202,92,Whitefish,Montana,USA,2020,OTT,1,5,5,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482105.jpg
8482116,Tim,Stutzle,2002-01-15,TRUE,9,C,L,72,183,187,85,Viersen,NaN,DEU,2020,OTT,1,3,3,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482116.jpg
8482131,Donovan,Sebrango,2002-01-12,TRUE,13,D,L,74,188,223,101,Ottawa,Ontario,CAN,2020,DET,3,1,63,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482131.jpg
8482201,Gage,Goncalves,2001-01-16,TRUE,14,C,L,73,185,189,86,Mission,British Columbia,CAN,2020,TBL,2,31,62,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482201.jpg
8482245,Artem,Zub,1995-10-03,TRUE,9,D,R,75,191,201,91,Khabarovsk,NaN,RUS,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482245.jpg
8482929,Emil,Lilleberg,2001-02-02,TRUE,14,D,L,75,191,215,98,Sarpsborg,NaN,NOR,2021,ARI,4,11,107,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482929.jpg
8483447,Conor,Geekie,2004-05-05,TRUE,14,C,L,76,193,212,96,Strathclair,Manitoba,CAN,2022,ARI,1,11,11,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483447.jpg
8484321,Nikolas,Matinpalo,1998-10-05,TRUE,9,D,R,75,191,213,97,Espoo,NaN,FIN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484321.jpg
8475235,Nicolas,Deslauriers,1991-02-22,TRUE,12,L,L,73,185,218,99,LaSalle,Quebec,CAN,2009,LAK,3,23,84,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475235.jpg
8476372,Nick,Seeler,1993-06-03,TRUE,4,D,L,75,191,197,89,Eden Prairie,Minnesota,USA,2011,MIN,5,10,131,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476372.jpg
8476461,Sean,Couturier,1992-12-07,TRUE,4,C,L,76,193,210,95,Phoenix,Arizona,USA,2011,PHI,1,8,8,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476461.jpg
8477903,Garnet,Hathaway,1991-11-23,TRUE,4,R,R,74,188,212,96,Naples,Florida,USA,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477903.jpg
8477948,Travis,Sanheim,1996-03-29,TRUE,4,D,L,76,193,222,101,Elkhorn,Manitoba,CAN,2014,PHI,1,17,17,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477948.jpg
8477989,Christian,Dvorak,1996-02-02,TRUE,4,C,L,73,185,190,86,Palos,Illinois,USA,2014,ARI,2,28,58,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477989.jpg
8478439,Travis,Konecny,1997-03-11,TRUE,4,R,R,70,178,192,87,London,Ontario,CAN,2015,PHI,1,24,24,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478439.jpg
8478454,Noah,Juulsen,1997-04-02,TRUE,4,D,R,74,188,201,91,Surrey,British Columbia,CAN,2015,MTL,1,26,26,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478454.jpg
8479022,Rodrigo,Abols,1996-01-05,TRUE,4,C,L,76,193,206,93,Riga,NaN,LVA,2016,VAN,7,3,184,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479022.jpg
8480015,Owen,Tippett,1999-02-16,TRUE,4,R,R,73,185,210,95,Peterborough,Ontario,CAN,2017,FLA,1,10,10,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480015.jpg
8480220,Noah,Cates,1999-02-05,TRUE,4,L,L,74,188,194,88,Stillwater,Minnesota,USA,2017,PHI,5,13,137,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480220.jpg
8480874,Adam,Ginning,2000-01-13,TRUE,4,D,L,75,191,196,89,Linkoping,NaN,SWE,2018,PHI,2,19,50,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480874.jpg
8481178,Egor,Zamula,2000-03-30,TRUE,29,D,L,75,191,200,91,Chelyabinsk,NaN,RUS,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481178.jpg
8481533,Trevor,Zegras,2001-03-20,TRUE,4,C,L,72,183,185,84,Bedford,New York,USA,2019,ANA,1,9,9,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481533.jpg
8481553,Bobby,Brink,2001-07-08,TRUE,30,R,R,68,173,169,77,Minnetonka,Minnesota,USA,2019,PHI,2,3,34,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481553.jpg
8482142,Jamie,Drysdale,2002-04-08,TRUE,4,D,R,71,180,185,84,Toronto,Ontario,CAN,2020,ANA,1,6,6,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482142.jpg
8482159,Tyson,Foerster,2002-01-18,TRUE,4,R,R,74,188,215,98,Alliston,Ontario,CAN,2020,PHI,1,23,23,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482159.jpg
8484387,Matvei,Michkov,2004-12-09,TRUE,4,R,L,70,178,172,78,Perm,NaN,RUS,2023,PHI,1,7,7,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484387.jpg
8475151,Kyle,Palmieri,1991-02-01,TRUE,2,C,R,72,183,192,87,Smithtown,New York,USA,2009,ANA,1,26,26,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475151.jpg
8475231,Casey,Cizikas,1991-02-27,TRUE,2,C,L,71,180,191,87,Toronto,Ontario,CAN,2009,NYI,4,1,92,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475231.jpg
8475314,Anders,Lee,1990-07-03,TRUE,2,L,L,75,191,234,106,Edina,Minnesota,USA,2009,NYI,6,2,152,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475314.jpg
8476419,Jean-Gabriel,Pageau,1992-11-11,TRUE,2,C,R,71,180,180,82,Ottawa,Ontario,CAN,2011,OTT,4,5,96,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476419.jpg
8476429,Scott,Mayfield,1992-10-14,TRUE,2,D,R,76,193,215,98,St. Louis,Missouri,USA,2011,NYI,2,4,34,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476429.jpg
8476917,Adam,Pelech,1994-08-16,TRUE,2,D,L,75,191,212,96,Toronto,Ontario,CAN,2012,NYI,3,4,65,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476917.jpg
8477407,Anthony,Duclair,1995-08-26,TRUE,2,L,L,72,183,198,90,Pointe-Claire,Quebec,CAN,2013,NYR,3,19,80,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477407.jpg
8477494,Jonathan,Drouin,1995-03-28,TRUE,19,L,L,71,180,189,86,Ste-Agathe,Quebec,CAN,2013,TBL,1,3,3,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477494.jpg
8477500,Bo,Horvat,1995-04-05,TRUE,2,C,L,73,185,225,102,London,Ontario,CAN,2013,VAN,1,9,9,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477500.jpg
8477506,Ryan,Pulock,1994-10-06,TRUE,2,D,R,73,185,219,99,Dauphin,Manitoba,CAN,2013,NYI,1,15,15,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477506.jpg
8477950,Tony,DeAngelo,1995-10-24,TRUE,2,D,R,72,183,190,86,Sewell,New Jersey,USA,2014,TBL,1,19,19,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477950.jpg
8478445,Mathew,Barzal,1997-05-26,TRUE,2,C,R,73,185,186,84,Coquitlam,British Columbia,CAN,2015,NYI,1,16,16,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478445.jpg
8480842,Filip,Hallander,2000-06-29,TRUE,5,C,L,73,185,203,92,Sundsvall,NaN,SWE,2018,PIT,2,27,58,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480842.jpg
8481014,Alexander,Romanov,2000-01-06,TRUE,2,D,L,73,185,220,100,Moscow,NaN,RUS,2018,MTL,2,7,38,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481014.jpg
8481601,Simon,Holmstrom,2001-05-24,TRUE,2,R,L,73,185,208,94,Tranas,NaN,SWE,2019,NYI,1,23,23,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481601.jpg
8482476,Emil,Heineman,2001-11-16,TRUE,2,L,L,74,188,204,93,Leksand,NaN,SWE,2020,FLA,2,12,43,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482476.jpg
8484958,Maxim,Tsyplakov,1998-09-19,TRUE,1,R,L,75,191,203,92,Moscow,NaN,RUS,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8484958.jpg
8485366,Matthew,Schaefer,2007-09-05,TRUE,2,D,L,74,188,186,84,Hamilton,Ontario,CAN,2025,NYI,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8485366.jpg
8485702,Max,Shabanov,2000-10-07,TRUE,2,R,L,69,175,167,76,Chelyabinsk,NaN,RUS,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8485702.jpg
8473533,Jordan,Staal,1988-09-10,TRUE,12,C,L,76,193,220,100,Thunder Bay,Ontario,CAN,2006,PIT,1,2,2,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8473533.jpg
8474149,Evgenii,Dadonov,1989-03-12,TRUE,1,L,L,71,180,188,85,Chelyabinsk,NaN,RUS,2007,FLA,3,10,71,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474149.jpg
8475455,Brenden,Dillon,1990-11-13,TRUE,1,D,L,76,193,225,102,New Westminster,British Columbia,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475455.jpg
8475791,Taylor,Hall,1991-11-14,TRUE,12,L,L,73,185,210,95,Calgary,Alberta,CAN,2010,EDM,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475791.jpg
8476292,Ondrej,Palat,1991-03-28,TRUE,2,L,L,72,183,194,88,Frydek-Mistek,NaN,CZE,2011,TBL,7,27,208,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476292.jpg
8476462,Dougie,Hamilton,1993-06-17,TRUE,1,D,R,78,198,230,104,Toronto,Ontario,CAN,2011,BOS,1,9,9,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476462.jpg
8476822,Luke,Glendening,1989-04-28,TRUE,4,C,R,71,180,190,86,Grand Rapids,Michigan,USA,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476822.jpg
8476906,Shayne,Gostisbehere,1993-04-20,TRUE,12,D,L,71,180,183,83,Pembroke Pines,Florida,USA,2012,PHI,3,17,78,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476906.jpg
8476921,Jordan,Martinook,1992-07-25,TRUE,12,L,L,73,185,208,94,Brandon,Manitoba,CAN,2012,PHX,2,28,58,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476921.jpg
8476958,Jaccob,Slavin,1994-05-01,TRUE,12,D,L,75,191,207,94,Denver,Colorado,USA,2012,CAR,4,29,120,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476958.jpg
8477015,Connor,Brown,1994-01-14,TRUE,1,R,R,72,183,184,83,Toronto,Ontario,CAN,2012,TOR,6,5,156,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477015.jpg
8477478,William,Carrier,1994-12-20,TRUE,12,L,L,74,188,214,97,LaSalle,Quebec,CAN,2013,STL,2,27,57,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477478.jpg
8477488,Brett,Pesce,1994-11-15,TRUE,1,D,R,75,191,206,93,Tarrytown,New York,USA,2013,CAR,3,5,66,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477488.jpg
8477940,Nikolaj,Ehlers,1996-02-14,TRUE,12,L,L,72,183,168,76,Aalborg,NaN,DNK,2014,WPG,1,9,9,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477940.jpg
8478399,Jonas,Siegenthaler,1997-05-06,TRUE,1,D,L,74,188,218,99,Zurich,NaN,CHE,2015,WSH,2,27,57,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478399.jpg
8478414,Timo,Meier,1996-10-08,TRUE,1,R,L,73,185,220,100,Herisau,NaN,CHE,2015,SJS,1,9,9,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478414.jpg
8478427,Sebastian,Aho,1997-07-26,TRUE,12,C,L,72,183,189,86,Rauma,NaN,FIN,2015,CAR,2,5,35,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478427.jpg
8478970,Jalen,Chatfield,1996-05-15,TRUE,12,D,R,73,185,209,95,Ypsilanti,Michigan,USA,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8478970.jpg
8479407,Jesper,Bratt,1998-07-30,TRUE,1,L,L,70,178,175,79,Stockholm,NaN,SWE,2016,NJD,6,11,162,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479407.jpg
8479996,Cody,Glass,1999-04-01,TRUE,1,C,R,75,191,201,91,Winnipeg,Manitoba,CAN,2017,VGK,1,6,6,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8479996.jpg
8480002,Nico,Hischier,1999-01-04,TRUE,1,C,L,73,185,200,91,Naters,NaN,CHE,2017,NJD,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480002.jpg
8480336,Sean,Walker,1994-11-13,TRUE,12,D,R,71,180,191,87,Keswick,Ontario,CAN,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480336.jpg
8480762,Eric,Robinson,1995-06-14,TRUE,12,L,L,74,188,220,100,Bellmawr,New Jersey,USA,NaN,NaN,NaN,NaN,NaN,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480762.jpg
8480817,K'Andre,Miller,2000-01-21,TRUE,12,D,L,77,196,210,95,St. Paul,Minnesota,USA,2018,NYR,1,22,22,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480817.jpg
8480829,Jesperi,Kotkaniemi,2000-07-06,TRUE,12,C,L,75,191,212,96,Pori,NaN,FIN,2018,MTL,1,3,3,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480829.jpg
8480830,Andrei,Svechnikov,2000-03-26,TRUE,12,R,L,75,191,200,91,Barnaul,NaN,RUS,2018,CAR,1,2,2,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8480830.jpg
8481032,Paul,Cotter,1999-11-16,TRUE,1,L,L,74,188,213,97,Canton,Michigan,USA,2018,VGK,4,22,115,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481032.jpg
8481559,Jack,Hughes,2001-05-14,TRUE,1,C,L,71,180,175,79,Orlando,Florida,USA,2019,NJD,1,1,1,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481559.jpg
8481721,Arseny,Gritsyuk,2001-03-15,TRUE,1,R,L,72,183,195,88,Krasnoyarsk,NaN,RUS,2019,NJD,5,5,129,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8481721.jpg
8482093,Seth,Jarvis,2002-02-01,TRUE,12,C,R,70,178,180,82,Winnipeg,Manitoba,CAN,2020,CAR,1,13,13,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482093.jpg
8482100,Alexander,Nikishin,2001-10-02,TRUE,12,D,L,75,191,218,99,Orel,NaN,RUS,2020,CAR,3,7,69,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482100.jpg
8482110,Dawson,Mercer,2001-10-27,TRUE,1,C,R,72,183,180,82,Carbonear,Newfoundland and Labrador,CAN,2020,NJD,1,18,18,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482110.jpg
8482684,Luke,Hughes,2003-09-09,TRUE,1,D,L,74,188,198,90,Manchester,New Hampshire,USA,2021,NJD,1,4,4,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482684.jpg
8482702,Logan,Stankoven,2003-02-26,TRUE,12,C,R,68,173,165,75,Kamloops,British Columbia,CAN,2021,DAL,2,15,47,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482702.jpg
8482809,Jackson,Blake,2003-08-03,TRUE,12,R,R,71,180,185,84,Fargo,North Dakota,USA,2021,CAR,4,13,109,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8482809.jpg
8483495,Simon,Nemec,2004-02-15,TRUE,1,D,R,73,185,190,86,Liptovsky Mikulas,NaN,SVK,2022,NJD,1,2,2,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8483495.jpg
8474567,Zach,Bogosian,1990-07-15,TRUE,30,D,R,75,191,231,105,Massena,New York,USA,2008,ATL,1,3,3,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474567.jpg
8474716,Jared,Spurgeon,1989-11-29,TRUE,30,D,R,69,175,166,75,Edmonton,Alberta,CAN,2008,NYI,6,5,156,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8474716.jpg
8475149,Marcus,Johansson,1990-10-06,TRUE,30,L,L,73,185,203,92,Landskrona,NaN,SWE,2009,WSH,1,24,24,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475149.jpg
8475170,Brayden,Schenn,1991-08-22,TRUE,2,C,L,73,185,200,91,Saskatoon,Saskatchewan,CAN,2009,LAK,1,5,5,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475170.jpg
8475220,Marcus,Foligno,1991-08-10,TRUE,30,L,L,75,191,226,103,Buffalo,New York,USA,2009,BUF,4,13,104,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475220.jpg
8475753,Justin,Faulk,1992-03-20,TRUE,17,D,R,72,183,208,94,South St. Paul,Minnesota,USA,2010,CAR,2,7,37,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475753.jpg
8475760,Nick,Bjugstad,1992-07-17,TRUE,1,C,R,78,198,210,95,Minneapolis,Minnesota,USA,2010,FLA,1,19,19,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475760.jpg
8475764,Cam,Fowler,1991-12-05,TRUE,19,D,L,74,188,213,97,Windsor,Ontario,CAN,2010,ANA,1,12,12,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475764.jpg
8475765,Vladimir,Tarasenko,1991-12-13,TRUE,30,R,L,73,185,219,99,Yaroslavl,NaN,RUS,2010,STL,1,16,16,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8475765.jpg
8476892,Colton,Parayko,1993-05-12,TRUE,19,D,R,78,198,228,103,St. Albert,Alberta,CAN,2012,STL,3,25,86,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476892.jpg
8476994,Vinnie,Hinostroza,1994-04-03,TRUE,13,C,R,70,178,183,83,Chicago,Illinois,USA,2012,CHI,6,18,169,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8476994.jpg
8477402,Pavel,Buchnevich,1995-04-17,TRUE,19,L,L,73,185,196,89,Cherepovets,NaN,RUS,2013,NYR,3,14,75,NaN,https://assets.nhle.com/mugs/actionshots/1296x729/8477402.jpg
