game_id,game_date,venue,venue_location,a_team_id,h_team_id,a_team_code,h_team_code,a_team_score,h_team_score,a_sog,h_sog,a_fo_win_perc,h_fo_win_perc,a_pp_perc,h_pp_perc,a_pim,h_pim,a_hits,h_hits,a_blocked_shots,h_blocked_shots,a_giveaways,h_giveaways,a_takeaways,h_takeaways,a_ppg,h_ppg,a_total_pp,h_total_pp
2025020297,2025-11-16,Benchmark International Arena,Tampa,23,14,VAN,TBL,6,2,18,30,0.525424,0.474576,0.666667,0.0,33,33,28,18,10,8,12,16,5,3,2,0,3,2
2025020298,2025-11-16,Grand Casino Arena,St. Paul,54,30,VGK,MIN,2,3,25,28,0.481481,0.518519,0.5,0.25,8,8,15,31,11,16,17,15,4,7,2,1,4,4
2025020299,2025-11-16,Madison Square Garden,New York,17,3,DET,NYR,2,1,42,19,0.604167,0.395833,0.2,0.5,14,22,23,26,21,18,16,19,5,4,1,1,5,2
2025020300,2025-11-16,Ball Arena,Denver,2,21,NYI,COL,1,4,29,28,0.573529,0.426471,0.0,0.0,11,13,11,19,14,11,12,14,3,7,0,0,4,3
2025020301,2025-11-17,TD Garden,Boston,12,6,CAR,BOS,3,1,32,30,0.439394,0.560606,0.0,0.25,10,6,19,26,10,20,15,27,6,4,0,1,2,4
2025020302,2025-11-17,KeyBank Center,Buffalo,22,7,EDM,BUF,1,5,33,28,0.560606,0.439394,0.0,0.5,9,7,20,13,16,19,17,14,5,7,0,1,1,2
2025020303,2025-11-17,Amerant Bank Arena,Sunrise,23,13,VAN,FLA,5,8,15,41,0.521739,0.478261,0.333333,0.333333,18,18,13,24,15,20,10,10,2,4,2,2,6,6
2025020304,2025-11-17,Capital One Arena,Washington,26,15,LAK,WSH,1,2,31,25,0.531915,0.468085,0.333333,0.0,4,6,18,17,16,21,12,12,4,4,1,0,3,2
2025020305,2025-11-17,Nationwide Arena,Columbus,8,29,MTL,CBJ,3,4,32,23,0.596154,0.403846,0.0,0.5,4,0,17,15,13,12,16,17,5,4,0,1,0,2
2025020306,2025-11-17,Honda Center,Anaheim,68,24,UTA,ANA,2,3,18,26,0.510204,0.489796,0.0,0.0,9,9,17,20,15,12,19,18,5,9,0,0,1,1
2025020307,2025-11-18,Scotiabank Arena,Toronto,19,10,STL,TOR,2,3,29,29,0.534483,0.465517,0.333333,0.0,6,6,18,21,12,16,10,19,5,4,1,0,3,3
2025020308,2025-11-18,Little Caesars Arena,Detroit,55,17,SEA,DET,2,4,22,27,0.492063,0.507937,0.5,0.5,4,4,11,23,14,9,14,13,3,4,1,1,2,2
2025020309,2025-11-18,Benchmark International Arena,Tampa,1,14,NJD,TBL,1,5,32,29,0.563636,0.436364,0.0,0.666667,8,10,17,14,11,7,13,11,6,4,0,2,4,3
2025020310,2025-11-18,American Airlines Center,Dallas,2,25,NYI,DAL,3,2,22,24,0.365385,0.634615,0.0,0.0,16,19,17,16,16,6,16,7,8,1,0,0,2,3
2025020311,2025-11-18,Canada Life Centre,Winnipeg,29,52,CBJ,WPG,2,5,22,30,0.451613,0.548387,0.0,0.5,4,2,13,16,11,18,18,13,5,3,0,1,1,2
2025020312,2025-11-18,United Center,Chicago,20,16,CGY,CHI,2,5,21,23,0.558824,0.441176,0.25,0.0,62,60,43,13,15,11,9,19,3,5,1,0,4,4
2025020313,2025-11-18,T-Mobile Arena,Paradise,3,54,NYR,VGK,2,3,19,26,0.54,0.46,0.0,1.0,4,2,34,20,17,17,15,16,5,4,0,2,1,2
2025020314,2025-11-18,SAP Center at San Jose,San Jose,68,28,UTA,SJS,2,3,26,22,0.45,0.55,0.0,0.2,10,4,13,22,10,17,13,14,6,4,0,1,2,5
2025020315,2025-11-19,Capital One Arena,Washington,22,15,EDM,WSH,4,7,30,22,0.537037,0.462963,0.333333,0.0,2,6,11,16,6,25,11,12,4,7,1,0,3,1
2025020316,2025-11-19,KeyBank Center,Buffalo,20,7,CGY,BUF,6,2,35,30,0.533333,0.466667,0.0,0.0,6,2,17,17,16,25,12,17,4,3,0,0,1,3
2025020317,2025-11-19,Grand Casino Arena,St. Paul,12,30,CAR,MIN,3,4,45,19,0.539683,0.460317,0.0,0.0,2,4,12,18,4,25,18,14,5,4,0,0,2,1
2025020318,2025-11-19,Honda Center,Anaheim,6,24,BOS,ANA,3,4,39,33,0.561404,0.438596,1.0,0.333333,26,14,38,16,21,18,16,22,3,5,2,1,2,3
2025020319,2025-11-20,Scotiabank Arena,Toronto,29,10,CBJ,TOR,3,2,30,29,0.3125,0.6875,0.0,0.0,4,4,15,27,25,14,20,14,2,3,0,0,2,2
2025020320,2025-11-20,Centre Bell,Montreal,15,8,WSH,MTL,8,4,36,28,0.454545,0.545455,0.5,0.333333,10,12,19,20,13,15,16,16,4,2,2,1,4,3
2025020321,2025-11-20,Little Caesars Arena,Detroit,2,17,NYI,DET,5,0,26,29,0.419355,0.580645,0.0,0.0,21,37,8,23,15,14,13,19,4,2,0,0,4,1
2025020322,2025-11-20,Benchmark International Arena,Tampa,22,14,EDM,TBL,1,2,25,35,0.574074,0.425926,0.0,0.0,21,9,17,29,10,19,14,17,5,3,0,0,2,3
2025020323,2025-11-20,Amerant Bank Arena,Sunrise,1,13,NJD,FLA,0,1,32,24,0.55102,0.44898,0.0,0.0,2,4,23,22,13,14,13,10,4,3,0,0,2,1
2025020324,2025-11-20,Xfinity Mobile Arena,Philadelphia,19,4,STL,PHI,2,3,29,28,0.591837,0.408163,0.5,0.0,4,4,25,24,16,14,15,14,6,5,1,0,2,2
2025020325,2025-11-20,United Center,Chicago,55,16,SEA,CHI,3,2,27,24,0.509804,0.490196,0.333333,0.5,4,6,16,11,10,6,16,19,4,7,1,1,3,2
2025020326,2025-11-20,Ball Arena,Denver,3,21,NYR,COL,3,6,19,35,0.607143,0.392857,1.0,0.166667,12,4,22,17,26,13,17,19,5,4,2,1,2,6
2025020327,2025-11-20,Delta Center,Salt Lake City,54,68,VGK,UTA,4,1,33,26,0.559322,0.440678,0.0,0.0,15,17,19,24,16,9,13,11,6,4,0,0,3,2
2025020328,2025-11-20,Rogers Arena,Vancouver,25,23,DAL,VAN,4,2,24,36,0.385965,0.614035,0.0,0.2,10,4,21,24,20,8,15,13,5,5,0,1,2,5
2025020329,2025-11-20,Honda Center,Anaheim,9,24,OTT,ANA,3,2,25,25,0.540984,0.459016,0.333333,0.0,4,6,29,24,11,20,16,15,2,5,1,0,3,2
2025020330,2025-11-20,SAP Center at San Jose,San Jose,26,28,LAK,SJS,3,4,34,24,0.533333,0.466667,0.0,0.0,8,10,12,26,10,24,15,15,6,5,0,0,4,3
2025020331,2025-11-21,KeyBank Center,Buffalo,16,7,CHI,BUF,3,9,23,31,0.40678,0.59322,0.5,0.5,4,4,13,19,17,14,24,14,4,8,1,1,2,2
2025020332,2025-11-21,PPG Paints Arena,Pittsburgh,30,5,MIN,PIT,5,0,21,19,0.470588,0.529412,0.333333,0.0,4,6,20,9,14,13,18,22,7,5,1,0,3,2
2025020333,2025-11-21,Canada Life Centre,Winnipeg,12,52,CAR,WPG,4,3,28,28,0.5,0.5,0.333333,0.333333,8,8,13,29,9,20,14,18,4,3,1,1,3,3
2025020334,2025-11-21,Crypto.com Arena,Los Angeles,6,26,BOS,LAK,2,1,26,32,0.381818,0.618182,0.0,0.0,20,4,28,12,23,12,13,13,4,5,0,0,2,5
2025020335,2025-11-22,Little Caesars Arena,Detroit,29,17,CBJ,DET,3,4,35,33,0.573529,0.426471,0.333333,0.0,8,10,16,12,16,22,16,13,4,6,1,0,3,2
2025020336,2025-11-22,UBS Arena,Elmont,19,2,STL,NYI,2,1,22,30,0.475,0.525,0.0,0.0,6,2,22,20,14,12,14,15,3,4,0,0,1,3
2025020337,2025-11-22,Centre Bell,Montreal,10,8,TOR,MTL,2,5,26,29,0.54902,0.45098,0.333333,0.0,35,35,20,25,14,17,17,17,1,8,1,0,3,3
2025020338,2025-11-22,Amerant Bank Arena,Sunrise,22,13,EDM,FLA,6,3,31,38,0.479167,0.520833,0.0,0.25,24,20,20,30,13,10,13,14,3,4,0,1,2,4
2025020339,2025-11-22,Xfinity Mobile Arena,Philadelphia,1,4,NJD,PHI,3,6,35,29,0.5,0.5,0.5,0.0,12,8,28,23,4,10,14,13,2,7,1,0,2,4
2025020340,2025-11-22,PPG Paints Arena,Pittsburgh,55,5,SEA,PIT,3,2,21,32,0.431373,0.568627,0.0,0.25,10,6,22,16,13,14,15,20,5,2,0,1,2,4
2025020341,2025-11-22,Capital One Arena,Washington,14,15,TBL,WSH,5,3,16,32,0.537037,0.462963,0.333333,0.0,27,11,15,22,23,13,19,18,4,5,1,0,3,6
2025020342,2025-11-22,SAP Center at San Jose,San Jose,9,28,OTT,SJS,3,2,27,19,0.611111,0.388889,0.2,0.2,15,15,19,23,9,14,9,19,3,3,1,1,5,5
2025020343,2025-11-22,Bridgestone Arena,Nashville,21,18,COL,NSH,3,0,26,35,0.428571,0.571429,0.0,0.0,6,4,28,15,13,8,10,17,4,8,0,0,2,3
2025020344,2025-11-22,Delta Center,Salt Lake City,3,68,NYR,UTA,2,3,22,34,0.677966,0.322034,0.0,0.0,4,6,30,17,9,12,18,19,6,3,0,0,2,1
2025020345,2025-11-22,Scotiabank Saddledome,Calgary,25,20,DAL,CGY,2,3,30,33,0.538462,0.461538,0.0,0.333333,28,25,15,17,15,15,12,19,4,4,0,2,4,6
2025020346,2025-11-22,Honda Center,Anaheim,54,24,VGK,ANA,3,4,32,33,0.661017,0.338983,0.25,0.0,6,10,15,19,20,14,23,16,4,8,1,0,4,2
2025020347,2025-11-23,KeyBank Center,Buffalo,12,7,CAR,BUF,1,4,30,21,0.566038,0.433962,0.25,0.25,8,8,18,27,9,21,18,17,6,4,1,1,4,4
2025020348,2025-11-23,Canada Life Centre,Winnipeg,30,52,MIN,WPG,3,0,30,32,0.428571,0.571429,0.0,0.0,15,9,28,20,18,11,16,8,4,3,0,0,1,4
2025020349,2025-11-23,UBS Arena,Elmont,55,2,SEA,NYI,0,1,19,34,0.45098,0.54902,0.0,0.0,4,2,14,18,23,15,21,17,5,6,0,0,1,2
2025020350,2025-11-23,United Center,Chicago,21,16,COL,CHI,1,0,26,22,0.431034,0.568966,0.0,0.0,4,6,29,20,14,12,14,18,3,5,0,0,3,2
2025020351,2025-11-23,SAP Center at San Jose,San Jose,6,28,BOS,SJS,1,3,35,31,0.5,0.5,0.0,0.166667,22,16,30,23,9,15,16,13,3,4,0,1,3,6
2025020352,2025-11-23,Rogers Arena,Vancouver,20,23,CGY,VAN,5,2,21,31,0.509434,0.490566,0.0,0.25,8,8,15,17,15,11,18,20,3,4,0,1,4,4
2025020353,2025-11-24,Benchmark International Arena,Tampa,4,14,PHI,TBL,0,3,20,18,0.522727,0.477273,0.0,0.0,9,7,22,20,12,10,11,17,4,7,0,0,1,2
2025020354,2025-11-24,Prudential Center,Newark,17,1,DET,NJD,3,4,35,20,0.649123,0.350877,0.333333,0.0,23,17,22,25,20,19,16,11,3,4,1,0,3,1
2025020355,2025-11-24,Madison Square Garden,New York,19,3,STL,NYR,2,3,21,21,0.525424,0.474576,0.0,0.0,0,8,18,31,19,15,6,12,3,4,0,0,4,0
2025020356,2025-11-24,Capital One Arena,Washington,29,15,CBJ,WSH,1,5,23,31,0.55,0.45,0.0,0.333333,6,4,21,11,10,12,16,16,5,6,0,1,2,3
2025020357,2025-11-24,Bridgestone Arena,Nashville,13,18,FLA,NSH,8,3,26,39,0.428571,0.571429,0.0,0.333333,8,6,19,25,14,5,15,13,10,6,0,1,2,3
2025020358,2025-11-24,Delta Center,Salt Lake City,54,68,VGK,UTA,1,5,34,23,0.59322,0.40678,0.0,0.0,4,6,17,19,9,16,14,12,2,5,0,0,3,2
2025020359,2025-11-24,Crypto.com Arena,Los Angeles,9,26,OTT,LAK,1,2,28,22,0.6875,0.3125,0.0,0.333333,6,6,22,14,14,8,12,12,4,2,0,1,3,3
2025020360,2025-11-25,Rogers Place,Edmonton,25,22,DAL,EDM,8,3,30,25,0.591837,0.408163,0.75,0.0,6,10,17,22,14,11,14,20,4,6,3,0,4,2
2025020361,2025-11-26,Little Caesars Arena,Detroit,18,17,NSH,DET,6,3,29,31,0.478873,0.521127,0.25,0.5,10,10,22,13,8,17,7,14,3,3,1,2,4,4
2025020362,2025-11-26,Benchmark International Arena,Tampa,20,14,CGY,TBL,1,5,32,23,0.45098,0.54902,0.0,0.0,8,10,25,13,17,15,16,15,4,6,0,0,5,4
2025020363,2025-11-26,Amerant Bank Arena,Sunrise,4,13,PHI,FLA,4,2,18,27,0.48,0.52,0.0,0.0,6,2,17,33,15,12,14,21,4,5,0,0,1,3
2025020364,2025-11-26,Prudential Center,Newark,19,1,STL,NJD,2,3,23,29,0.44,0.56,0.25,0.5,4,8,15,26,14,18,13,11,7,4,1,1,4,2
2025020365,2025-11-26,UBS Arena,Elmont,6,2,BOS,NYI,3,1,14,44,0.5,0.5,0.0,0.0,8,2,24,17,12,17,10,12,4,3,0,0,1,4
2025020366,2025-11-26,PPG Paints Arena,Pittsburgh,7,5,BUF,PIT,2,4,31,19,0.416667,0.583333,0.0,0.0,2,0,21,17,15,10,15,14,8,6,0,0,0,1
2025020367,2025-11-26,Capital One Arena,Washington,52,15,WPG,WSH,3,4,21,35,0.5,0.5,0.5,0.0,6,6,12,20,15,21,13,11,3,5,1,0,2,2
2025020368,2025-11-26,Lenovo Center,Raleigh,3,12,NYR,CAR,4,2,18,38,0.540984,0.459016,0.0,0.2,10,2,34,26,20,10,16,24,3,6,0,1,1,5
2025020369,2025-11-26,Nationwide Arena,Columbus,10,29,TOR,CBJ,2,1,24,36,0.59322,0.40678,0.0,0.0,8,6,21,20,13,12,19,15,6,4,0,0,2,3
2025020370,2025-11-26,United Center,Chicago,30,16,MIN,CHI,4,3,24,37,0.438596,0.561404,0.2,0.0,18,20,26,11,5,11,18,19,4,4,1,0,5,4
2025020371,2025-11-26,Ball Arena,Denver,28,21,SJS,COL,0,6,26,42,0.482143,0.517857,0.0,0.25,8,8,22,10,18,22,13,12,5,2,0,1,4,4
2025020372,2025-11-26,Delta Center,Salt Lake City,8,68,MTL,UTA,4,3,17,34,0.5,0.5,0.666667,0.25,10,8,20,18,18,13,13,14,4,4,2,1,3,4
2025020373,2025-11-26,T-Mobile Arena,Paradise,9,54,OTT,VGK,4,3,22,35,0.548387,0.451613,0.333333,0.333333,6,6,26,33,10,12,12,14,4,5,1,1,3,3
2025020374,2025-11-26,Honda Center,Anaheim,23,24,VAN,ANA,5,4,28,41,0.491803,0.508197,0.333333,0.166667,14,8,13,15,17,16,11,11,5,4,1,1,3,6
2025020375,2025-11-26,Climate Pledge Arena,Seattle,25,55,DAL,SEA,3,2,21,28,0.511111,0.488889,0.0,0.0,12,4,17,23,13,8,13,17,7,4,0,0,1,5
2025020376,2025-11-28,TD Garden,Boston,3,6,NYR,BOS,6,2,37,21,0.553571,0.446429,0.666667,0.0,4,6,34,25,16,9,15,16,2,3,2,0,3,2
2025020377,2025-11-28,Little Caesars Arena,Detroit,14,17,TBL,DET,6,3,27,37,0.526316,0.473684,1.0,0.0,4,4,15,20,4,16,12,12,4,7,1,0,1,1
2025020378,2025-11-28,Grand Casino Arena,St. Paul,21,30,COL,MIN,2,3,41,39,0.596491,0.403509,0.0,0.0,2,2,12,25,12,17,16,14,2,4,0,0,1,1
2025020379,2025-11-28,KeyBank Center,Buffalo,1,7,NJD,BUF,5,0,23,42,0.561404,0.438596,0.0,0.0,9,7,20,24,20,9,19,19,8,6,0,0,1,2
2025020380,2025-11-28,Amerant Bank Arena,Sunrise,20,13,CGY,FLA,5,3,34,41,0.521127,0.478873,0.5,0.0,4,4,20,30,28,11,14,10,3,4,1,0,2,2
2025020381,2025-11-28,UBS Arena,Elmont,4,2,PHI,NYI,4,3,21,31,0.469388,0.530612,0.5,0.2,10,4,20,17,18,11,13,16,4,5,1,1,2,5
2025020382,2025-11-28,Enterprise Center,St. Louis,9,19,OTT,STL,3,4,28,31,0.519231,0.480769,0.0,0.0,10,6,20,17,17,15,15,21,7,0,0,0,1,3
2025020383,2025-11-28,T-Mobile Arena,Paradise,8,54,MTL,VGK,4,1,19,31,0.407407,0.592593,0.0,0.0,4,4,20,15,24,7,11,17,9,2,0,0,1,1
2025020384,2025-11-28,Honda Center,Anaheim,26,24,LAK,ANA,4,5,27,31,0.527273,0.472727,0.0,0.5,4,2,14,18,24,21,13,19,3,11,0,1,1,2
2025020385,2025-11-28,SAP Center at San Jose,San Jose,23,28,VAN,SJS,2,3,34,24,0.393939,0.606061,0.0,0.333333,16,22,17,14,9,15,13,12,4,5,0,2,8,6
2025020386,2025-11-28,Capital One Arena,Washington,10,15,TOR,WSH,2,4,22,34,0.592593,0.407407,0.0,0.0,4,0,28,17,14,12,17,22,4,0,0,0,0,2
2025020387,2025-11-28,Lenovo Center,Raleigh,52,12,WPG,CAR,1,5,13,35,0.546875,0.453125,0.0,0.0,12,8,32,13,17,14,15,12,2,6,0,0,2,4
2025020388,2025-11-28,Nationwide Arena,Columbus,5,29,PIT,CBJ,4,3,24,29,0.491525,0.508475,0.0,0.0,4,4,18,16,20,14,13,19,5,3,0,0,2,2
2025020389,2025-11-28,United Center,Chicago,18,16,NSH,CHI,4,3,29,27,0.629032,0.370968,0.0,0.25,10,6,21,15,20,13,11,16,6,4,0,1,2,4
2025020390,2025-11-28,American Airlines Center,Dallas,68,25,UTA,DAL,3,4,30,28,0.5,0.5,0.0,0.4,10,4,22,19,10,6,18,14,3,6,0,2,2,5
2025020391,2025-11-29,Madison Square Garden,New York,14,3,TBL,NYR,4,1,35,13,0.354167,0.645833,0.0,0.0,4,4,16,24,20,15,19,13,3,3,0,0,2,2
2025020392,2025-11-29,Ball Arena,Denver,8,21,MTL,COL,2,7,23,36,0.448276,0.551724,0.5,0.25,10,6,27,13,17,10,17,18,4,5,1,1,2,4
2025020393,2025-11-29,Climate Pledge Arena,Seattle,22,55,EDM,SEA,4,0,25,26,0.444444,0.555556,1.0,0.0,32,24,19,18,16,11,15,15,4,5,2,0,2,6
2025020394,2025-11-29,TD Garden,Boston,17,6,DET,BOS,2,3,26,20,0.528302,0.471698,0.0,0.5,11,17,24,28,9,17,21,16,3,6,0,1,5,2
2025020395,2025-11-29,Prudential Center,Newark,4,1,PHI,NJD,5,3,31,32,0.430769,0.569231,0.0,0.25,10,6,20,20,23,7,12,16,5,3,0,1,2,4
2025020396,2025-11-29,PPG Paints Arena,Pittsburgh,10,5,TOR,PIT,7,2,23,35,0.545455,0.454545,0.333333,0.333333,10,10,19,16,26,11,19,11,6,2,1,1,3,3
2025020397,2025-11-29,Bridgestone Arena,Nashville,52,18,WPG,NSH,5,2,27,23,0.515625,0.484375,0.0,0.25,15,15,27,19,14,8,14,14,5,3,0,1,4,4
2025020398,2025-11-29,Enterprise Center,St. Louis,68,19,UTA,STL,0,1,18,19,0.543478,0.456522,0.0,0.0,4,17,20,26,13,23,13,18,4,5,0,0,2,2
2025020399,2025-11-29,Grand Casino Arena,St. Paul,7,30,BUF,MIN,3,2,33,24,0.448276,0.551724,0.0,0.0,6,6,20,18,8,14,18,15,6,6,0,0,3,3
2025020400,2025-11-29,T-Mobile Arena,Paradise,28,54,SJS,VGK,3,4,21,24,0.389831,0.610169,0.5,0.5,4,4,25,6,22,18,20,12,5,4,1,1,2,2
2025020401,2025-11-29,Crypto.com Arena,Los Angeles,23,26,VAN,LAK,1,2,20,23,0.534483,0.465517,0.0,0.0,8,6,16,14,13,11,11,15,6,4,0,0,3,4
2025020402,2025-11-30,UBS Arena,Elmont,15,2,WSH,NYI,4,1,19,31,0.413043,0.586957,0.5,0.333333,6,4,21,23,13,13,8,18,3,6,1,1,2,3
2025020403,2025-11-30,United Center,Chicago,24,16,ANA,CHI,3,5,26,18,0.537037,0.462963,0.0,0.5,8,6,22,15,9,19,10,16,3,5,0,2,3,4
2025020404,2025-11-30,Lenovo Center,Raleigh,20,12,CGY,CAR,0,1,16,17,0.472727,0.527273,0.0,0.0,14,4,21,18,25,7,22,14,4,5,0,0,1,1
2025020405,2025-11-30,American Airlines Center,Dallas,9,25,OTT,DAL,1,6,16,26,0.508772,0.491228,0.0,0.5,10,8,31,21,9,11,18,15,5,6,0,2,3,4
2025020406,2025-12-01,Prudential Center,Newark,29,1,CBJ,NJD,5,3,25,33,0.641509,0.358491,0.333333,0.4,34,40,21,23,11,11,15,14,7,5,1,2,3,5
2025020407,2025-12-01,Xfinity Mobile Arena,Philadelphia,5,4,PIT,PHI,5,1,27,29,0.509091,0.490909,0.75,0.142857,14,8,18,27,12,13,15,20,7,2,3,1,4,7
2025020408,2025-12-01,KeyBank Center,Buffalo,52,7,WPG,BUF,1,5,24,31,0.477273,0.522727,0.0,0.333333,26,14,35,12,17,8,13,8,1,6,0,1,2,3
2025020409,2025-12-01,Enterprise Center,St. Louis,24,19,ANA,STL,4,1,26,22,0.351852,0.648148,0.0,0.0,12,6,17,15,22,8,17,15,6,3,0,0,3,6
2025020410,2025-12-01,SAP Center at San Jose,San Jose,68,28,UTA,SJS,3,6,34,30,0.606557,0.393443,0.0,0.25,8,6,16,19,17,8,17,10,1,6,0,1,3,4
2025020411,2025-12-02,Centre Bell,Montreal,9,8,OTT,MTL,5,2,29,22,0.529412,0.470588,0.0,0.666667,10,8,21,33,16,16,10,14,7,4,0,2,2,3
2025020412,2025-12-02,Little Caesars Arena,Detroit,6,17,BOS,DET,4,5,38,32,0.482759,0.517241,0.0,0.333333,28,6,27,18,15,20,14,18,5,5,0,1,2,3
2025020413,2025-12-02,Amerant Bank Arena,Sunrise,10,13,TOR,FLA,4,1,31,26,0.722222,0.277778,0.0,0.0,2,6,22,27,20,11,10,10,7,4,0,0,3,1
2025020414,2025-12-02,UBS Arena,Elmont,14,2,TBL,NYI,1,2,31,24,0.52381,0.47619,0.0,0.0,6,6,14,19,7,19,13,17,4,3,0,0,3,3
2025020415,2025-12-02,Madison Square Garden,New York,25,3,DAL,NYR,2,3,26,41,0.55,0.45,0.0,0.0,10,4,17,27,14,14,13,12,5,4,0,0,2,5
2025020416,2025-12-02,Bridgestone Arena,Nashville,20,18,CGY,NSH,1,5,28,28,0.589286,0.410714,0.333333,0.0,18,20,24,18,10,9,25,14,5,8,1,0,3,3
2025020417,2025-12-02,Ball Arena,Denver,23,21,VAN,COL,1,3,21,31,0.468085,0.531915,0.0,0.0,2,2,17,18,11,16,15,17,4,5,0,0,1,1
2025020418,2025-12-02,Rogers Place,Edmonton,30,22,MIN,EDM,1,0,24,33,0.387755,0.612245,0.0,0.0,6,4,25,19,20,13,12,18,8,4,0,0,2,3
2025020419,2025-12-02,T-Mobile Arena,Paradise,16,54,CHI,VGK,3,4,30,28,0.596491,0.403509,0.0,0.0,4,10,9,20,16,18,15,13,4,5,0,0,5,2
2025020420,2025-12-02,Crypto.com Arena,Los Angeles,15,26,WSH,LAK,3,1,25,25,0.530612,0.469388,0.5,0.0,9,9,20,13,21,5,15,13,6,6,1,0,2,2
2025020421,2025-12-03,Prudential Center,Newark,25,1,DAL,NJD,3,0,28,30,0.381818,0.618182,0.0,0.0,6,4,12,23,24,9,16,21,7,4,0,0,1,2
2025020422,2025-12-03,Centre Bell,Montreal,52,8,WPG,MTL,2,3,32,31,0.393443,0.606557,0.0,1.0,7,7,22,25,15,19,26,15,6,5,0,1,1,1
2025020423,2025-12-03,Xfinity Mobile Arena,Philadelphia,7,4,BUF,PHI,2,5,29,35,0.473684,0.526316,0.166667,0.4,25,14,16,18,20,15,13,9,3,7,1,2,6,5
2025020424,2025-12-03,Honda Center,Anaheim,68,24,UTA,ANA,7,0,34,27,0.47619,0.52381,0.5,0.0,6,4,30,22,25,13,11,14,4,3,1,0,2,3
2025020425,2025-12-03,SAP Center at San Jose,San Jose,15,28,WSH,SJS,7,1,31,24,0.56,0.44,0.5,0.2,10,4,10,19,16,6,15,12,6,5,1,1,2,5
2025020426,2025-12-04,TD Garden,Boston,19,6,STL,BOS,2,5,39,27,0.508475,0.491525,0.0,0.5,4,4,31,19,7,11,18,19,3,6,0,1,2,2
2025020427,2025-12-04,Canadian Tire Centre,Ottawa,3,9,NYR,OTT,4,2,28,27,0.54902,0.45098,0.0,0.666667,6,2,20,29,13,17,18,13,2,6,0,2,1,3
2025020428,2025-12-04,Benchmark International Arena,Tampa,5,14,PIT,TBL,4,3,31,40,0.542373,0.457627,0.5,0.166667,17,13,21,13,14,4,13,20,4,5,2,1,4,6
2025020429,2025-12-04,Amerant Bank Arena,Sunrise,18,13,NSH,FLA,2,1,29,31,0.646154,0.353846,0.0,0.0,14,12,19,19,12,9,17,17,3,5,0,0,5,6
2025020430,2025-12-04,UBS Arena,Elmont,21,2,COL,NYI,3,6,38,42,0.545455,0.454545,0.0,0.25,10,6,26,18,12,20,16,10,5,3,0,1,3,4
2025020431,2025-12-04,Lenovo Center,Raleigh,10,12,TOR,CAR,5,1,24,33,0.564516,0.435484,0.0,0.0,6,4,20,18,20,4,18,13,5,6,0,0,2,3
2025020432,2025-12-04,Nationwide Arena,Columbus,17,29,DET,CBJ,5,6,33,32,0.451613,0.548387,0.6,0.666667,6,10,15,24,21,11,15,14,5,6,3,2,5,3
2025020433,2025-12-04,Scotiabank Saddledome,Calgary,30,20,MIN,CGY,1,4,27,31,0.490566,0.509434,0.0,0.0,2,10,24,22,17,14,14,13,5,3,0,0,5,1
2025020434,2025-12-04,Rogers Place,Edmonton,55,22,SEA,EDM,4,9,32,32,0.46,0.54,0.333333,0.8,10,6,23,22,7,20,14,13,6,3,1,4,3,5
2025020435,2025-12-04,Crypto.com Arena,Los Angeles,16,26,CHI,LAK,2,1,36,27,0.440678,0.559322,0.333333,0.0,10,6,13,20,25,20,15,19,6,4,1,0,3,5
2025020436,2025-12-05,Prudential Center,Newark,54,1,VGK,NJD,3,0,25,24,0.468085,0.531915,1.0,0.0,4,4,21,15,23,11,19,16,5,7,2,0,2,2
2025020437,2025-12-05,Canada Life Centre,Winnipeg,7,52,BUF,WPG,1,4,35,23,0.464286,0.535714,0.5,0.0,4,6,22,33,7,9,13,16,6,2,1,0,2,1
2025020438,2025-12-05,American Airlines Center,Dallas,28,25,SJS,DAL,1,4,17,24,0.444444,0.555556,0.0,0.5,6,10,24,17,9,17,13,10,6,6,0,1,4,2
2025020439,2025-12-05,Rogers Arena,Vancouver,68,23,UTA,VAN,4,1,18,33,0.473684,0.526316,0.5,0.0,8,6,25,21,23,12,18,20,6,6,1,0,2,3
2025020440,2025-12-05,Honda Center,Anaheim,15,24,WSH,ANA,3,4,21,38,0.46,0.54,0.0,0.0,10,6,21,18,21,19,21,16,4,7,0,0,3,5
2025020441,2025-12-06,Madison Square Garden,New York,21,3,COL,NYR,3,2,42,27,0.424242,0.575758,0.0,0.0,4,4,21,32,13,18,13,21,4,3,0,0,2,2
2025020442,2025-12-06,Amerant Bank Arena,Sunrise,29,13,CBJ,FLA,6,7,31,40,0.426471,0.573529,0.25,0.5,8,8,15,30,20,7,21,12,5,4,1,2,4,4
2025020443,2025-12-06,TD Garden,Boston,1,6,NJD,BOS,1,4,30,22,0.436364,0.563636,0.0,0.0,2,2,15,24,16,18,17,22,4,5,0,0,1,1
2025020444,2025-12-06,Scotiabank Arena,Toronto,8,10,MTL,TOR,2,1,34,23,0.419355,0.580645,0.25,0.0,6,8,21,28,11,8,12,12,3,5,1,0,4,3
2025020445,2025-12-06,Canadian Tire Centre,Ottawa,19,9,STL,OTT,2,1,20,42,0.507463,0.492537,0.0,0.142857,20,10,22,25,21,10,17,10,1,7,0,1,2,7
2025020446,2025-12-06,Benchmark International Arena,Tampa,2,14,NYI,TBL,2,0,19,32,0.425532,0.574468,0.333333,0.0,4,6,22,21,22,10,16,10,2,7,1,0,3,2
